Id,Source,PassageName,QuestionId,QuestionText,QuestionTypeId,QuestionDifficulty,A,B,C,D,E,IsInvalid,CreatedOn,UpdatedOn
1015,worksheet,tyger,10,Which of the following statements is true?,1,3,The poet believes the creator is brave,The poet believes the creator is efficient,The poet believes the creator is strong,The poet believes the creator is beautiful,NULL,0,58:14.5,16:30.0
1016,worksheet,tyger,11,How many times does the poet start a line with a conjunction?,1,4,0,3,4,7,NULL,0,58:14.5,16:30.0
1017,worksheet,tyger,12,Which best describes the poet's feelings about the tiger?,1,4,The poet is in awe,The poet is afraid,The poet is confused,The poet is overwhelmed,NULL,0,58:14.5,16:30.0
1018,worksheet,umami,1,What word would best replace 'delectable' on line 1?,1,3,Decent,Deserving,Delicious,Detailed,NULL,0,58:14.5,16:30.0
1019,worksheet,umami,2,What word would best replace 'lingers' on line 1?,1,4,Remains,Talks,Leaves,Flows,NULL,0,58:14.5,16:30.0
1020,worksheet,umami,3,What summary best describes what 'Umami' is?,1,3,"Umami is the feeling when taste food all day, good or bad",Umami is the feeling when you remember the taste of food,  Umami is a Japanese flavour food has,  Umami is the flavour that makes food taste so nice,NULL,0,58:14.5,16:30.0
1021,worksheet,umami,4,"According to the text, Umami has no direct translationWhat does this mean?",1,5,  The meaning has not yet been translated,  There are no words in English that mean 'Umami',  Japanese compound words cannot be translated into other languages,  Japanese words are difficult to translate into English,NULL,0,58:14.5,16:30.0
1022,worksheet,umami,5,"The writer has written parts of this article in second person, what is the effect of this?",1,5,  It helps the writer to relate with the reader by speaking directly to them,  It is more formal than if it was written in the first or second person,  The writer is trying to come across as funny,  It makes it informal and easier to read,NULL,0,58:14.5,16:30.0
1023,worksheet,umami,6,Which one of these facts about tongues is not true?,1,3,"  Tongues have roughly 50,000 to 100,00 taste buds on our tongues",  The tongue is able to detect a variety of separate flavours,  Taste receptors will react differently when they sense bitterness to tasting saltiness,  Tongues helped us survive by finding energy-rich food,NULL,0,58:14.5,16:30.0
1024,worksheet,umami,7,What does the writer mean when they say 'Scientists have shown'?,1,4,  They put on a show,  Scientists did an experiment,  Scientists made a display at a fair,  They have experienced it themselves,NULL,0,58:14.5,16:30.0
1025,worksheet,umami,8,Which one of these statements is false?,1,3,  Foods filled with plentiful amounts of protein will have lots of umami,  Our brain identifies bitter foods as being poisonous,  If our tongues did not develop it is unlikely we would have survived for so long,  Tongues are complex and are continually learning about it and our history,NULL,0,58:14.5,16:30.0
1026,worksheet,umami,9,Which one of these words will best replace the word 'separate' on line _____?,1,4,  Individual,  Independent,  Variable,  Disconnected,NULL,0,58:14.5,16:30.0
1027,worksheet,umami,10,What type of clause is 'which contain 50 to 100 taste receptors' on line ____?,1,5,  Main clause,  Subordinate clause,  Relative clause,  Adverbial phrase,NULL,0,58:14.5,16:30.0
1028,worksheet,umami,11,What is the main purpose of the second paragraph?,1,4,  It gives the reader a lot of scientific facts so they can properly judge umami,  It helps describe the background of the discovery of umami,  It is mainly about how important the tongue is,  It highlights how important flavour and the tongue is for us,NULL,0,58:14.5,16:30.0
1029,worksheet,umami,12,Which one of these statements best reflects Kikunae Ikeda?,1,4,  Ikeda invented Umami during a family dinner,  Ikeda realised Umami was an additional flavour,  Ikeda lived a very long time ago,  Ikeda loved his family and it inspired his discovery,NULL,0,58:14.5,16:30.0
1030,worksheet,umami,13,What writing technique is 'captivated chemist was convinced'?,1,5,  Alliteration,  Simile,  Metaphor,  Hyperbole,  Alliteration,0,58:14.5,16:30.0
1031,worksheet,umami,14,Why does the author describe Ikeda as being 'captivated'?,1,5,  It suggests the idea of umami caught his focus intensely,  It suggests umami has the power to put someone in a spell,  Ikeda was mesmerised by the flavour of his wife's soup,  Ikeda was captured and forced to become a chemist,  It suggests the idea of umami caught his focus intensely,0,58:14.5,16:30.0
1032,worksheet,umami,15,Which one of these statements must be true?,1,3,  Ikeda became a chemist in 1907,  Ikeda became a chemist after discovering umami,  His wife had added glutamic acid into the soup,  Kombu and fish flakes contain umami,NULL,0,58:14.5,16:30.0
1033,worksheet,umami,16,Which section would give us helpful information about umami during cooking?,1,2,  Sources of Umami,  Uses of Umami,  History,  Introduction,NULL,0,58:14.5,16:30.0
1034,worksheet,umami,17,"To avoid unpleasant umami taste you should ""¶?",1,4,  Add as much salt as you like,  Add adequate salt,  Not add salt,  Use fish sauce,NULL,0,58:14.5,16:30.0
1035,worksheet,umami,18,"Having read about umami, which taste is it most similar to?",1,4,  Bitterness,  Sweetness,  Saltiness,  Sourness,NULL,0,58:14.5,16:30.0
1036,worksheet,umami,19,MSG is an example of,1,3,  An acronym,  A homophone,  A contraction,  A chemical,NULL,0,58:14.5,16:30.0
1037,worksheet,umami,20,"According to the passage, it says 'conventional cooking methods used to extract the taste'What does this suggest?",1,5,"  To get umami in your food, just use ingredients such as spinach or sardines",  It is really simple to add umami flavours into your dish,  It is near impossible to add umami flavours into your meal,  Ingredients like celery or anchovies must be prepared properly to get its umami flavour,NULL,0,58:14.5,16:30.0
1038,worksheet,umami,21,What does the compound word 'mass-produce' mean?,1,4,  Made in large quantities,  Made by a big machine,  Made large,  Made so its mass increases,NULL,0,58:14.5,16:30.0
1039,worksheet,umami,22,Where would you find a text like this?,1,2,  A magazine,  A textbook,  A cookbook,  An encyclopaedia,NULL,0,58:14.5,16:30.0
1040,worksheet,van,1,You must not take it amiss  What is Van Gogh trying to say to his brother here?,1,5,  That he did not miss his brother's previous letter, That his brother should not worry if he missed Van Gogh's previous letter,  That his brother should not worry about Van Gogh writing so soon,  That his brother should look for the missing letter that was sent,NULL,0,58:14.5,16:30.0
1041,worksheet,van,2,What does the phrase many a day mean?,1,4, A long time, A short time,All day, A week,NULL,0,58:14.5,16:30.0
1042,worksheet,van,3,Van Gogh uses the word 'dotted' (line X)What is the effect of this?,1,3, It makes it sound like haycocks entirely cover the meadow, It makes it sound like haycocks are scattered randomly in the meadow, It makes it sound like the number of haycocks is uncountable, It makes it more enjoyable to read since Van Gogh used better vocabulary,NULL,0,58:14.5,16:30.0
1043,worksheet,van,4,Which description best describes the sun in Van Gogh's painting?,1,4, The sun stands out in the middle of the picture, The sun is obscured by the clouds near the edges of the painting, The sun is positioned centrally trying to get out of the clouds, The sun is the centrepiece of the painting,NULL,0,58:14.5,16:30.0
1044,worksheet,van,5,What colour is not mentioned?,1,4, Orange, Yellow, Red, Blue,NULL,0,58:14.5,16:30.0
1045,worksheet,van,6,Which of these statements is true?,1,5, Van Gogh gained inspiration from another artist, The sun is half concealed by the bank of the river," Van Gogh is using separate, distinct colours to paint the sun", He began his painting on Saturday,NULL,0,58:14.5,16:30.0
1046,worksheet,van,7,What does Van Gogh think of his painting?,1,3, He believes that people won't think it is good, He is confident that people will notice it was his first attempt at a new technique, He is self-assured in his attempt at a new technique, He is interested in studying a new technique,NULL,0,58:14.5,16:30.0
1047,worksheet,van,8,What does Van Gogh suggest has allowed him to sketch so well?,1,3, Diligent study of art, Practising new techniques frequently, Never forsaking his work and never resting, Buying new brushes and painting materials,NULL,0,58:14.5,16:30.0
1048,worksheet,van,9,What happens to Van Gogh only when he is painting?,1,4, He has fun, He is happy, He sees things colour, He cannot stop working,NULL,0,58:14.5,16:30.0
1049,worksheet,van,10,"In line X, he states ' I feel just the contrary.'",1,5, He is not pleased and wants to do better work, He is more than satisfied and incredibly pleased with his work, He is disappointed with his work, He thinks other people's work is far superior to his own,NULL,0,58:14.5,16:30.0
1050,worksheet,van,11,Why is nature capitalised?,1,3, It is a person, He is emphasising that nature has its own personality like a person, He is using hyperbole to exaggerate nature, He has mistaken it for a proper noun,NULL,0,58:14.5,16:30.0
1051,worksheet,van,12,'My health played me a nasty trick',1,4, Alliteration, Personification, Metaphor, Hyperbole,NULL,0,58:14.5,16:30.0
1052,worksheet,van,13,What does 'compulsory idleness' (line X mean?,1,5, Voluntarily doing work, Voluntary inactivity, Obliged to work, Obliged to do nothing,NULL,0,58:14.5,16:30.0
1053,worksheet,van,14,What is a synonym for 'lapses' (line X)?,1,3, Expense, Sayings, Failures, People,NULL,0,58:14.5,16:30.0
1054,worksheet,voyage,1,Why do you think the narrator felt uncomfortable about the weather?,1,2, It is dull and repetitive, It is hopeless and feels melancholy, It is wet and hard to travel in, Nobody likes the rain or dark,NULL,0,58:14.5,16:30.0
1055,worksheet,voyage,2,What does the narrator mean by 'chief anxiety' on line ____?,1,4, The current anxiety of the chief, A worry only chiefs can get, The main worry, Worries that only top people get,NULL,0,58:14.5,16:30.0
1056,worksheet,voyage,3,What is the narrator's concern with the balloon?,1,4, It is varnished so it cannot be defended, The varnish is not stopping water from getting through, It is undefended from the varnish, It was too heavy for the varnish to go on,NULL,0,58:14.5,16:30.0
1057,worksheet,voyage,4,Which one of these statements is false?,1,3, The balloon was ready to take off after four and a half hours Needs editing by me, The narrator has been working alone, The narrator did not like the weather because it made travelling hard," In the car, there were over 13 things packed",NULL,0,58:14.5,16:30.0
1058,worksheet,voyage,5,Which word would best replace the word 'copious' on line _____?,1,4, Tasty, Never ending, Fresh, Plentiful,NULL,0,58:14.5,16:30.0
1059,worksheet,voyage,6,Which word or phrase best describes the 'drizzling rain'?,1,3, It rained heavily, It rained non-stop, It was freezing, It was uneven,NULL,0,58:14.5,16:30.0
1060,worksheet,voyage,7,What type of word is 'implements' on line _____?,1,4, Noun, Verb, Pronoun, Preposition,NULL,0,58:14.5,16:30.0
1061,worksheet,voyage,8,What does 'much nutrient is contained in comparatively little bulk' mean?,1,5," Compared to others, there are a lot of nutrients"," Compared to bigger items, there are more nutrients", Bigger things have more bulk compared to smaller ones, The provisions contain bulkier nutrients when compared to others,NULL,0,58:14.5,16:30.0
1062,worksheet,voyage,9,What writing technique is 'shot forward' on line _____?,1,4, Personification, Imagination, Simile, Metaphor,NULL,0,58:14.5,16:30.0
1063,worksheet,voyage,10,Which one of these statements is true?,1,3, The balloon was connected with more than a single cord, The balloon took off incredibly unhurriedly, The balloon could have carried as much as it weighs, It is carrying one hundred and seventy-five pounds,NULL,0,58:14.5,16:30.0
1064,worksheet,voyage,11,Which phrase best describes the writer's opinion of taking off?,1,5, Surprised and impressed, As expected, Not as good as they thought, There are areas of improvement,NULL,0,58:14.5,16:30.0
