Source,PassageName,QuestionId,Question,A,B,C,D,E
mocktest,bluebird,14,How does the bluebird feel after he has been freed for a night?,Joyful,Mischievous,Weary,Miserable,NULL
mocktest,bluebird,15,The poet says they ëhavenít quite let him dieí. Why hasnít the poet let the bluebird die?,The poet cares about the bluebird.,The poet wants to torture the bluebird.,The poet pities the bluebird.,The poet fears the bluebird.,NULL
mocktest,bluebird,16,Which of the following does NOT suggest that the poet loves the bluebird?,ëyou want to screw up the / works?í,"ëI know that youíre there, / so donít be / sad.í",ëwe sleep together like / thatí,ëitís nice enough to / make a man / weepí,NULL
mocktest,bluebird,17,"In the phrase ëour / secret pactí, what is the meaning of ëpactí?",Space,Arrangement,Song,Feelings,NULL
mocktest,bluebird,18,"According to the poet, how do they feel about hiding the bluebird almost all the time?",wise and strong,conflicted and weary,tough and brave,cowardly and false,NULL
mocktest,bluebird,19,Why might the poet have chosen to use the word ëmaní in the phrase ëitís nice enough to / make a man / weepí?,"To accentuate the niceness of the pact, as men are less likely to cry.","To show the failure of the pact, as men are usually raised to hide their emotions.",To suggest that the arrangement is unusual.,To show the similarities between the author hiding the bluebird and men being taught not to cry.,NULL
mocktest,bluebird,20,"Even though the poet has told us about the bluebird and their secret pact, they are quick to say ëbut / I donít weepí. What does this suggest about the poet?",They are happy.,They are apologetic.,They are a man.,They do not want the reader to think that they cry.,NULL
mocktest,bluebird,21,The final words of the poem are ëdo / you?í Why might the poet have chosen to end their poem in this way?,The poet wants the reader to think about whether they also deny themselves their emotions,The poet wants the reader to stop crying.,The poet wants the reader to think that crying makes you weak.,The poet is certain the reader doesnít weep.,NULL
mocktest,bluebird,22,What does the bluebird represent?,Anger,Humour,Sadness,Gentle emotions,NULL
mocktest,bluebird,23,Which of the following is LEAST likely to be a reason the poet chose to use a bluebird in the poem?,Bluebirds are soft.,Bluebirds can fly.,Bluebirds can be kept in cages.,Bluebirds are popular with gardeners.,NULL
mocktest,bluebird,24,The sentences in this poem are broken into many lines - sometimes with only one word in a line. What effect does a new line have on the speed which you read?,You slow down.,You speed up.,You read more smoothly.,There is no effect.,NULL
mocktest,bluebird,25,The poet avoids using capital letters for most of the poem. Why might this be?,The poem is not to be published.,The poem has no complete sentences.,The poem is quiet and secretive.,The poet is triumphant and proud.,NULL
mocktest,dorian gray,1,In whose residence does this passage take place?,Dorian Grayís,Alan Campbellís,Lord Henry Wottonís,"No oneís, it is occurring in public.",It is not mentioned in the text.
mocktest,dorian gray,2,ëThere was a look of contempt in the steady searching gaze that he turned on Dorian.í (lines 2-3) Which of the following best describes Alanís initial assessment of Dorian?,He is not familiar with him and is thus curious.,He respects him but isnít particularly interested.,He is wary of him and looking out for danger.,He detests him and wants to turn away from him.,He is scornful and evaluating.
mocktest,dorian gray,3,"In line 4, Dorian says, ëit is a matter of life and death, Alan, and to more than one personí. To whom is it a matter of life and death?","No one, Dorian lied to convince Alan to come.","To Dorian, because he may be hanged; and to Alan because of the contents of the letter.","To the dead man, because he is the only person who has died.","To Dorian, because he may be hanged; and to the dead man, because he has died.","To Dorian, because he may be hanged; to Alan, because of the contents of the letter; as well as to the dead man, because he has died."
mocktest,dorian gray,4,"ëCampbell took a chair by the table, and Dorian sat opposite to him.í (line 6). Why might the author have decided to use Dorianís given name and not Alanís?",To make us aware of Alanís surname.,To show that Dorian is not familiar with Alan.,To show that Alan is not familiar with Dorian.,Because the readers are not familiar with Alan.,Because Dorian does not like Alan.
mocktest,dorian gray,5,ëIn Dorianís there was infinite pity.í (line 7) Who or what is Dorian pitying?,himself,the circumstances,Alan,the dead man,We do not find out.
mocktest,dorian gray,6,Which of the following words is closest in meaning to ëstrainedí (line 8)?,filtered,pulled,forced,tense,twisted
mocktest,dorian gray,7,When did Dorian send for Alan?,within the last ten hours,several days prior,a week ago,many months ago,It is not mentioned in the text.
mocktest,dorian gray,8,Why doesnít Dorian finish his sentence in line 12?,He is pausing for thought.,He is forcefully interrupted.,He is speaking about a difficult subject and cannot go on.,He is leaving his request to implication.,He stops because of Alanís facial expression.
mocktest,dorian gray,9,How did Alan once feel about Dorianís ëhorrible secretsí (line 15)?,He thought they were tedious and listened to them grudgingly.,He was not interested in them.,He was interested in them despite finding them scandalous.,He was intrigued but did not want to be involved in Dorianís life.,He was bewildered by them.
mocktest,dorian gray,10,What is the favour Dorian wants from Alan?,To destroy the room upstairs,To teach him chemistry,To remove his fingerprints from the scene of the crime,To help him bury the body upstairs,To disintegrate the corpse
mocktest,dorian gray,11,"Why does Dorian say, ëI was waiting for you to call me Dorianí (line 23)?",It is the first time Alan has addressed him in this conversation.,Dorian wanted Alan to unintentionally admit their familiarity.,"Dorian has been trying to rile Alan up, and he has succeeded, as Alan using his first name is informal and rude.",Dorian is self-centred and simply enjoys hearing his name.,Dorian dislikes his surname.
mocktest,dorian gray,12,Alan suggests that he would not even ëraise a fingerí (line 24). This is an example ofÖ,an idiom,personification,a myth,a simile,onomatopoeia
mocktest,dorian gray,13,ëmonstrous confessioní (line 25). What does the word ëmonstrousí tell us about Alanís opinion of the confession?,He thinks it horrific.,He feels that it is ridiculous.,He finds it difficult to believe in its validity.,He believes it is an enormous secret.,He thinks it is dangerous.
mocktest,dorian gray,14,What is meant by ëperilí (line 26)?,danger,hazardous,risk,ruin,bet
mocktest,dorian gray,15,"Why does Alan say, ëHow dare you ask me, of all men in the worldí (lines 32-33)?",He is astonished that Dorian would ask a stranger instead of a friend for such a favour.,He is dumbfounded that he was chosen when there are so many other people who might be more knowledgeable.,He is angry that Dorian would ask him for something so difficult.,He is admiring Dorianís bravery.,He is insulted that Dorian believes Alan would ever aid him in any way.
mocktest,dorian gray,16,"What does Alan think when Dorian tells him, ëIt was suicideí (line 38)?",It is good that the man has died.,Dorian helped the man commit suicide.,Dorian tormented the man in life.,Dorian is lying to cover up the fact that he murdered the man.,Dorian was uninvolved and is telling the truth.
mocktest,dorian gray,17,"Dorian says, ëWhatever my life is, he had more to do with the making or the marring of it than poor Harry has had.í (lines 38-39) What does the word ëmarringí suggest about Lord Henry Wottonís influence?",It has been positive.,It has been negative.,It has been educational.,It has deformed Dorianís appearance.,"Nothing, Lord Wotton has not been mentioned by Dorian."
mocktest,dorian gray,18,Why is Alan certain that Dorian will be arrested?,Dorian is already a suspect.,He believes Dorian is incompetent.,The man who Dorian has killed is well known.,Alan intends to inform the police.,Alan is certain that Dorian has left evidence of his crime.
mocktest,dorian gray,19,"What type of words are the following? intended (line 1), stir (line 10), decline (line 14), induce (line 35), hang (line 53)",nouns,verbs,adjectives,adverbs,prepositions
mocktest,dorian gray,20,"In lines 60-63, Dorian carefully writes down what he wants to say instead of speaking and then walks over to the window. Why does he choose to do this?",He has grown tired of the conversation.,He is afraid someone will overhear what he is about to say and walks to the window to check for eavesdroppers.,He believes it will be faster and wants to check outside for police.,He feels guilty about what he is about to do and cannot bear to see Alanís expression.,He is composing the letter that he plans to send and walks away to give Alan time to read it.
